dimension_type,dimension_code_or_name,dimension_label,official_mechanism_code,official_mechanism_label,source_row_count,distinct_partner_display_alias_count,source_row_numbers,fact_layer,human_gate,interpretation_limit
official_issue_field,14,情報化社会の発展を図る事業,6,後援,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,14,情報化社会の発展を図る事業,7,実行委員会等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,14,情報化社会の発展を図る事業,8,事業協力,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,14,情報化社会の発展を図る事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,14,情報化社会の発展を図る事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,1,委託,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,2,提案型公募による委託,10,6,27;28;29;30;31;32;33;34;35;36,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,3,指定管理者制度による委任,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,4,補助,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,5,共催,1,1,369,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,6,後援,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,7,実行委員会等,1,1,364,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,8,事業協力,1,1,365,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,15,科学技術及び研究活動の振興を図る事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,1,委託,12,8,22;328;341;342;348;349;350;450;451;478;479;480,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,2,提案型公募による委託,4,3,351;370;371;449,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,3,指定管理者制度による委任,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,4,補助,2,2,13;18,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,5,共催,2,1,24;25,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,6,後援,2,2,23;367,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,7,実行委員会等,1,1,347,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,8,事業協力,2,2,366;368,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,16,経済活動の活性化を図る事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,1,委託,22,15,131;132;133;134;135;136;335;356;357;358;359;360;361;362;363;472;473;474;475;476;483;484,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,2,提案型公募による委託,4,3,352;354;355;452,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,3,指定管理者制度による委任,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,4,補助,2,2,336;353,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,5,共催,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,6,後援,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,7,実行委員会等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,8,事業協力,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,17,職業能力の開発又は雇用機会の拡充を支援する事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,1,委託,3,3,137;462;463,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,2,提案型公募による委託,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,3,指定管理者制度による委任,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,4,補助,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,5,共催,1,1,142,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,6,後援,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,7,実行委員会等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,8,事業協力,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,18,消費者の保護を図る事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,1,委託,3,3,139;230;470,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,2,提案型公募による委託,1,1,138,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,3,指定管理者制度による委任,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,4,補助,7,7,44;45;46;47;48;49;229,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,5,共催,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,6,後援,1,1,302,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,7,実行委員会等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,8,事業協力,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,9,講師等,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
official_issue_field,19,NPO等の活動や運営を支援する事業,10,その他,0,0,,S002_616_row_source_universe_mechanical_aggregation,none_ready_now,"Counts are source records, not organizations, contracts, awards, or payments."
